id,code_number,description,add_entry
"combined_nom_2073591",2073591,"Fegati di anatre, oche o faraone ""pollame domestico"" commestibili, freschi o refrigerati (escl. fegati grassi)",
"combined_nom_2073599",2073599,"Frattaglie di anatre, di oche o faraone ""pollame domestico"" fresche o refrigerate (escl. i fegati)",
"combined_nom_2073611",2073611,"Pezzi di oche ""pollame domestico"" disossati, congelati",
"combined_nom_2073615",2073615,"Pezzi di anatre o faraone ""pollame domestico"" disossati, congelati",
"combined_nom_2073621",2073621,"Metà o quarti di anatre ""pollame domestico"" congelati",
"combined_nom_2073623",2073623,"Metà o quarti di oche ""pollame domestico"" congelati",
"combined_nom_2073625",2073625,"Metà o quarti di faraone ""pollame domestico"" congelati",
"combined_nom_2073631",2073631,"Ali intere, anche senza punta, di anatre, di oche o faraone ""pollame domestico"" congelate",
"combined_nom_2073641",2073641,"Dorsi, colli, dorsi con colli, codrioni, punte di ali di anitre, di oche o faraone ""pollame domestico"" congelati",
"combined_nom_2073651",2073651,"Petti e loro pezzi di oche ""pollame domestico"" (non disossati) congelati",
"combined_nom_2073653",2073653,"Petti e loro pezzi di anatre o faraone ""pollame domestico"" (non disossati) congelati",
"combined_nom_2073661",2073661,"Coscie e loro pezzi di oche ""pollame domestico"" (non disossati) congelati",
"combined_nom_2073663",2073663,"Coscie e loro pezzi di anatre o faraone ""pollame domestico"" (non disossati) congelati",
"combined_nom_2073671",2073671,"Parti dette ""paltò di oca o di anatra"" ""pollame domestico"" congelati",
"combined_nom_2073679",2073679,"Pezzi di anatre, di oche o faraone ""pollame domestico"" (non disossate) congelate (escl. metà, quarti, ali intere anche senza punta, dorsi, colli, dorsi con colli, codrioni, punte di ali, nonchè petti, coscie, e loro pezzi e parti dette ""paltò di oca ",
"combined_nom_2073681",2073681,"Fegati grassi di oche ""pollame domestico"" commestibili, congelati",
"combined_nom_2073685",2073685,"Fegati grassi di anatre ""pollame domestico"" commestibili, congelati",
"combined_nom_2073689",2073689,"Fegati di anatre, oche o faraone ""pollame domestico"" commestibili, congelati (escl. fegati grassi)",
"combined_nom_2073690",2073690,"Frattaglie di anatre, di oche o faraone ""pollame domestico"" commestibili, congelate (escl. i fegati)",
"combined_nom_2081011",2081011,"Carni e frattaglie commestibili di conigli domestici, fresche o refrigerate",
"combined_nom_2081019",2081019,"Carni e frattaglie commestibili di conigli domestici, congelate",
"combined_nom_2081090",2081090,"Carni e frattaglie commestibili di conigli non domestici e lepri, fresche, refrigerate o congelate",
"combined_nom_2082000",2082000,"Coscie di rane, fresche, refrigerate o congelate",
"combined_nom_2083000",2083000,"Carni e frattaglie commestibili di primati, fresche, refrigerate o congelate",
"combined_nom_2084010",2084010,"Carni di balena, fresche, refrigerate o congelate",
"combined_nom_2084090",2084090,"Frattaglie commestibili di balene nonche' carni e frattaglie commestibili di delfini e marsovini ""mammiferi della specie dei cetacei""; di lamantini e di dugonghi ""mammiferi della specie dei sireni"", fresche, refrigerate o congelate",
"combined_nom_2085000",2085000,"Carni e frattaglie commestibili di rettili, compresi i serpenti e le tartarughe marine, fresche, refrigerate o congelate",
"combined_nom_2089010",2089010,"Carni e frattaglie commestibili di piccioni domestici, fresche, refrigerate o congelate",
"combined_nom_2089020",2089020,"Carni e frattaglie commestibili di quaglie, fresche, refrigerate o congelate",
"combined_nom_2089040",2089040,"Carni e frattaglie commestibili di selvaggina, fresche, refrigerate o congelate (escl. conigli, lepri, suidi e quaglie)",
"combined_nom_2089055",2089055,"Carni di foca, fresche, refrigerate o congelate",
"combined_nom_2089060",2089060,"Carni e frattaglie commestibili di renne, fresche, refrigerate o congelate",
"combined_nom_2089095",2089095,"Carni e frattaglie commestibili, fresche, refrigerate o congelate (escl. carni e frattaglie di bovini, suidi, ovini, caprini, equine, asinine o mulesche, di pollame domestico ""galli, galline, anatre, oche, tacchini, tacchine e faraone"", conigli, lepr",
"combined_nom_2090011",2090011,"Lardo fresco, refrigerato, congelato, salato o in salamoia",
"combined_nom_2090019",2090019,"Lardo secco o affumicato",
"combined_nom_2090030",2090030,"Grasso di maiale, non fuso nè altrimenti estratto",
"combined_nom_2090090",2090090,"Grasso di volatili, non fuso nè altrimenti estratto",
"combined_nom_2101111",2101111,"Prosciutti e loro pezzi, di suidi domestici (non disossati) salati o in salamoia",
"combined_nom_2101119",2101119,"Spalle e loro pezzi, di suidi domestici (non disossati) salati o in salamoia",
"combined_nom_2101131",2101131,"Prosciutti e loro pezzi, di suidi domestici (non disossati) secchi o affumicati",
"combined_nom_2101139",2101139,"Spalle e loro pezzi, di suidi domestici (non disossati) secchi o affumicati",
"combined_nom_2101190",2101190,"Prosciutti, spalle e loro pezzi, di suidi (non domestici) (non disossati) salati o in salamoia, secchi o affumicati",
"combined_nom_2101211",2101211,"Pancette di suini domestici, anche in pezzi, salate o in salamoia",
"combined_nom_2101219",2101219,"Pancette di suini domestici, anche in pezzi, secche o affumicate",
"combined_nom_2101290",2101290,"Pancette di suini non domestici, anche in pezzi, salate, in salamoia, secche o affumicate",
"combined_nom_2101910",2101910,"Mezzene bacon o mezzene bacon senza il prosciutto, di suidi domestici, salate o in salamoia",
"combined_nom_2101920",2101920,"Mezzene bacon senza la parte anteriore o parti centrali, di suidi domestici, salati o in salamoia",
"combined_nom_2101930",2101930,"Parti anteriori e loro pezzi, di suidi domestici, salati o in salamoia",
"combined_nom_2101940",2101940,"Lombate e loro pezzi, di suidi domestici, salati o in salamoia",
"combined_nom_2101950",2101950,"Carni di suini domestici, salate o in salamoia (escl. prosciutti, spalle, pancette -ventresche- e loro pezzi, nonché mezzene bacon, mezzene bacon senza il prosciutto, mezzene bacon senza la parte anteriore, parti centrali e parti anteriori, lombate, ",
"combined_nom_2101960",2101960,"Parti anteriori e loro pezzi, di suidi domestici, secchi o affumicati",
"combined_nom_2101970",2101970,"Lombate e loro pezzi, di suidi domestici, secchi o affumicati",
"combined_nom_2101981",2101981,"Carni di suidi domestici, disossate, secche o affumicate (escl. pancette ""ventresche"", parti anteriori, lombate, e loro pezzi)",
"combined_nom_2101989",2101989,"Carni di suidi domestici (non disossate) secche o affumicate (escl. prosciutti, spalle, pancette ""ventresche"" parti anteriori, lombate, e loro pezzi)",
"combined_nom_2101990",2101990,"Carni di suidi (non domestici) salate o in salamoia, secche o affumicate (escl. prosciutti, spalle, pancette ""ventresche"" e loro pezzi)",
"combined_nom_2102010",2102010,"Carni di bovini (non disossate) salate o in salamoia, secche o affumicate",
"combined_nom_2102090",2102090,"Carni di bovini, disossate, salate o in salamoia, secche o affumicate",
"combined_nom_2109100",2109100,"Carni e frattaglie commestibili, salate, in salamoia, secche o affumicate nonche' farine e polveri commestibili di carni o di frattaglie, di primati",
"combined_nom_2109200",2109200,"Carni e frattaglie commestibili, salate, in salamoia, secche o affumicate nonche' farine e polveri commestibili di carni o di frattaglie di balene, delfini e marsovini ""mammiferi della specie dei cetacei"" nonche' di lamantini e di dugonghi ""mammiferi",
"combined_nom_2109300",2109300,"Carni e frattaglie commestibili, salate, in salamoia, secche o affumicate nonche' farine e polveri commestibili di carne o di frattaglie di rettili, compresi i serpenti e le tartarughe marine",
"combined_nom_2109910",2109910,"Carni di cavallo, salate, in salamoia o secche",
"combined_nom_2109921",2109921,"Carni di ovini e caprini (non disossate) salate o in salamoia, secche o affumicate",
"combined_nom_2109929",2109929,"Carni di ovini e caprini, disossate, salate o in salamoia, secche o affumicate",
"combined_nom_2109931",2109931,"Carni di renne, salate o in salamoia, secche o affumicate",
"combined_nom_2109939",2109939,"Carni salate o in salamoia, secche o affumicate (escl. carni di suidi e bovini nonche' carni e frattaglie commestibili di primati, balene, delfini e marsovini ""mammiferi della specie dei cetacei""; di lamantini e di dugonghi ""mammiferi della specie de",
"combined_nom_2109941",2109941,"Fegati di suidi domestici, commestibili, salati o in salamoia, secchi o affumicati",
"combined_nom_2109949",2109949,"Frattaglie di suidi domestici, commestibili, salate o in salamoia, secche o affumicate (escl. i fegati)",
"combined_nom_2109951",2109951,"Pezzi detti ""onglets"" e ""hampes"" di bovini, commestibili, salati o in salamoia, secchi o affumicati",
"combined_nom_2109959",2109959,"Frattaglie di bovini, commestibili, salate o in salamoia, secche o affumicate (escl. pezzi detti ""onglets"" e ""hampes"")",
"combined_nom_2109960",2109960,"Frattaglie di ovini e caprini, commestibili, salate o in salamoia, secche o affumicate",
"combined_nom_2109971",2109971,"Fegati grassi di oche o anatre, commestibili, secchi o in salamoia",
"combined_nom_2109979",2109979,"Fegati di volatili, commestibili, salati o in salamoia, secchi o affumicati (escl. fegati grassi di oche o anatre)",
"combined_nom_2109980",2109980,"Frattaglie commestibili, salate o in salamoia, secche o affumicate (escl. di suini, bovini, ovini, caprini, primati, balene, delfini e marsovini ""mammiferi della specie dei cetacei""; di lamantini e di dugonghi ""mammiferi della specie dei sireni"" nonc",
"combined_nom_2109990",2109990,"Farine e polveri, di carni o di frattaglie, commestibili",
"combined_nom_3000000",3000000,"Merci del capitolo 03 al di sotto della soglia di assimilazione",
"combined_nom_3011010",3011010,"Pesci ornamentali, di acqua dolce, vivi",
"combined_nom_3011090",3011090,"Pesci ornamentali, di mare, vivi",
"combined_nom_3019110",3019110,"Trote delle specie ""oncorhynchus apache e oncorhynchus chrysogaster"", vive",
"combined_nom_3019190",3019190,"Trote delle specie ""salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita e oncorhynchus gilae"", vive",
"combined_nom_3019200",3019200,"Anguille vive",
"combined_nom_3019300",3019300,"Carpe, vive",
"combined_nom_3019911",3019911,"Salmoni del pacifico ""oncorhynchus nerka, oncorhynchus gorbuscha, spp"", oncorhynchus keta, oncorhynchus tschawytscha, oncorhynchus kisutch, oncorhynchus masou e oncorhynchus rhodurus"", salmoni dell'atlantico ""salmo salar"" e salmoni del danubio ""hucho",
"combined_nom_3019919",3019919,"Pesci vivi di acqua dolce, escluse letr ote, le anguille, le carpe e i salmoni",
"combined_nom_3019990",3019990,"Pesci vivi di mare, esclusi i pesci ornamentali",
"combined_nom_3021110",3021110,"Trote delle specie ""oncorhynchus apache e oncorhynchus chrysogaster"", fresche o refrigerate",
"combined_nom_3021120",3021120,"Trote della specie ""oncorhynchus mykiss"",  con testa e branchie, senza visceri, di peso > 1,2 kg per pezzo o decapitate, senza branchie, senza visceri, di peso > 1 kg per pezzo, fresche o refrigerate",
"combined_nom_3021180",3021180,"Trote delle specie ""salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita e oncorhynchus gilae"", fresche o refrigerate (ecl. della specie ""oncorhynchus mykiss"",  con testa e branchie, senza visceri, di peso > 1,2 kg per pezz",
"combined_nom_3021200",3021200,"Salmoni del pacifico ""oncorhynchus nerka, oncorhynchus gorbuscha, oncorhynchus keta, oncorhynchus tschawytscha, oncorhynchus kisutch, oncorhynchus masou e oncorhynchus rhodurus"", salmoni dell'atlantico ""salmo salar"" e salmoni del danubio ""hucho hucho",
"combined_nom_3021900",3021900,"Salmonidi, freschi o refrigerati (escl. trote, salmoni del pacifico, salmoni dell'atlantico e salmoni del danubio, nonchè fegati, uova e lattimi)",
"combined_nom_3022110",3022110,"Ippoglossi neri freschi o refrigerati",
"combined_nom_3022130",3022130,"Ippoglossi dell'atlantico ""hippoglossus hippoglossus"", freschi o refrigerati (escl. fegati, uova e lattimi)",
"combined_nom_3022190",3022190,"Ippoglossi del pacifico ""hippoglossus stenolepis"", freschi o refrigerati (escl. fegati, uova e lattimi)",
"combined_nom_3022200",3022200,"Passere di mare fresche o refrigerate",
"combined_nom_3022300",3022300,"Sogliole fresche o refrigerate",
"combined_nom_3022910",3022910,"Rombi gialli, freschi o refrigerati",
"combined_nom_3022990",3022990,"Pesci di forma appiattita ""pleuronettidi, botidi, cinoglossidi, soleidi, scoftalmidi e citaridi"", freschi o refrigerati (escl. ippoglossi, passere di mare, sogliole e rombi gialli)",
"combined_nom_3023110",3023110,"Tonni bianchi o alalunga, freschi o refrigerati, per la fabbricazione di preparazioni e conserve di pesce",
"combined_nom_3023190",3023190,"Tonni bianchi o alalunga, freschi o refrigerati, diversi da quelli della voce precedente",
"combined_nom_3023210",3023210,"Tonni albacora, freschi o refrigerati, per la fabbricazione di preparazioni e conserve di pesce",
"combined_nom_3023290",3023290,"Tonni albacora freschi o refrigerati, diversi da quelli della voce precedente",
"combined_nom_3023310",3023310,"Tonnetti striati, freschi o refrigerati, per la fabbricazione di preparazioni e conserve di pesce",
"combined_nom_3023390",3023390,"Tonnetti striati, freschi o refrigerati, diversi da quelli della voce precedente",
"combined_nom_3023410",3023410,"Tonni obesi ""thunnus obesus"", freschi o refrigerati, destinati alla preparazione industriale o alla conservazione",
"combined_nom_3023490",3023490,"Tonni obesi ""thunnus obesus"", freschi o refrigerati (escl. destinati alla preparazione industriale o alla conservazione)",
"combined_nom_3023510",3023510,"Tonni rossi ""thunnus thynnus"", freschi o refrigerati, destinati alla preparazione industriale o alla conservazione",
"combined_nom_3023590",3023590,"Tonni rossi ""thunnus thynnus"", freschi o refrigerati (escl. destinati alla preparazione industriale o alla conservazione)",
"combined_nom_3023610",3023610,"Tonni rossi del sud ""thunnus maccoyii"", freschi o refrigerati, destinati alla preparazione industriale o alla conservazione",
"combined_nom_3023690",3023690,"Tonni rossi del sud ""thunnus maccoyii"", freschi o refrigerati (escl. destinati alla preparazione industriale o alla conservazione)",
"combined_nom_3023910",3023910,"Tonni del genere ""thunnus"", freschi o refrigerati, destinati alla preparazione industriale o alla conservazione (escl. tonni bianchi o alalunga, tonni albacora, tonni obesi, tonni rossi e tonni rossi del sud) 2002-2003",
"combined_nom_3023990",3023990,"Tonni del genere ""thunnus"", freschi o refrigerati (escl. destinati alla preparazione industriale o alla conservazione nonche' tonni bianchi o alalunga, tonni albacora, tonni obesi, tonni rossi e tonni rossi del sud) 2002-2003",
