"id","code_number","description"
"service_code_612041",612041," Servizi di accesso a Internet a banda stretta tramite reti wireless"
"service_code_612042",612042," Servizi di accesso a Internet a banda larga tramite reti wireless"
"service_code_612049",612049," Altri servizi di telecomunicazione wireless tramite Internet"
"service_code_612050",612050," Servizi di distribuzione di programmi a domicilio tramite reti wireless"
"service_code_613010",613010," Servizi di telecomunicazioni via satellite, esclusa la distribuzione di programmi a domicilio via satellite"
"service_code_613020",613020," Diffusione di programmi a domicilio via satellite"
"service_code_619010",619010," Altri servizi di telecomunicazione"
"service_code_62",62," Programmazione informatica, consulenze e servizi connessi"
"service_code_620111",620111," Servizi di progettazione e sviluppo di TI per applicazioni"
"service_code_620112",620112," Servizi di progettazione e sviluppo di TI per reti e sistemi"
"service_code_620121",620121," Originali di software di giochi per computer"
"service_code_620129",620129," Altri originali di software"
"service_code_620210",620210," Servizi di consulenza per installazione di elaboratori elettronici"
"service_code_620220",620220," Servizi di consulenza in materia di programmi e di sistemi informatici"
"service_code_620230",620230," Servizi di assistenza tecnica informatica"
"service_code_620311",620311," Servizi di gestione reti"
"service_code_620312",620312," Servizi di gestione di sistemi informatici"
"service_code_620910",620910," Servizi di installazione di elaboratori elettronici e unità periferiche"
"service_code_620920",620920," Altri servizi connessi alle tecnologie dell'informazione n.c.a. e all'informatica"
"service_code_63",63," Servizi d'informazione"
"service_code_631111",631111," Servizi di elaborazione elettronica dell'informazione"
"service_code_631112",631112," Servizi di web hosting"
"service_code_631113",631113," Fornitura di servizi applicativi"
"service_code_631119",631119," Servizi di fornitura di altre infrastrutture di hosting e informatiche"
"service_code_631121",631121," Contenuti video trasmessi in streaming"
"service_code_631122",631122," Contenuti audio trasmessi in streaming"
"service_code_631130",631130," Spazi pubblicitari in Internet"
"service_code_631210",631210," Contenuto di portali web"
"service_code_639111",639111," Servizi forniti dalle agenzie di stampa a giornali e pubblicazioni periodiche"
"service_code_639112",639112," Servizi delle agenzie di stampa a mezzi di comunicazione audiovisivi"
"service_code_639910",639910," Servizi d'informazione n.c.a."
"service_code_639920",639920," Compilazioni originali di fatti o informazioni"
"service_code_64",64," Servizi finanziari (escluse le assicurazioni e i fondi pensione)"
"service_code_641110",641110," Servizi delle Banche centrali"
"service_code_641911",641911," Servizi di deposito a favore di imprese ed istituzioni"
"service_code_641912",641912," Servizi di deposito a favore di altri clienti"
"service_code_641921",641921," Servizi di concessione intersettoriale di credito da parte di istituti monetari"
"service_code_641922",641922," Servizi di concessione di credito al consumo da parte di istituti monetari"
"service_code_641923",641923," Servizi di concessione di credito ipotecario per abitazioni da parte di istituti monetari"
"service_code_641924",641924," Servizi di concessione di credito ipotecario non per abitazioni da parte di istituti monetari"
"service_code_641925",641925," Servizi di concessione di credito diverso da quello ipotecario a imprese da parte di istituti monetari"
"service_code_641926",641926," Servizi di carte di credito degli istituti monetari"
"service_code_641929",641929," Altri servizi di concessione di credito da parte di istituti monetari"
"service_code_641930",641930," Altri servizi di intermediazione monetaria n.c.a."
"service_code_642010",642010," Servizi di società holding"
"service_code_643010",643010," Servizi connessi ai fondi e ad entità finanziarie simili"
"service_code_649110",649110," Servizi di leasing finanziario"
"service_code_649211",649211," Servizi di concessione intersettoriale di credito, diversi da quelli offerti da istituti monetari"
"service_code_649212",649212," Servizi di concessione di credito al consumo, diversi da quelli offerti da istituti monetari"
"service_code_649213",649213," Servizi di concessione di credito ipotecario per abitazioni, diversi da quelli offerti da istituti monetari"
"service_code_649214",649214," Servizi di concessione di credito ipotecario non per abitazioni, diversi da quelli offerti da istituti monetari"
"service_code_649215",649215," Servizi di concessione di credito diverso da quello ipotecario a imprese, diversi da quelli offerti da istituti monetari"
"service_code_649216",649216," Servizi di carte di credito, diversi da quelli offerti da istituti monetari"
"service_code_649219",649219," Altri servizi di credito, diversi da quelli offerti da istituti monetari, n.c.a."
"service_code_649911",649911," Servizi bancari d'investimento"
"service_code_649919",649919," Servizi finanziari, esclusi le assicurazioni e i fondi pensione, n.c.a."
"service_code_65",65," Servizi connessi alle assicurazioni, alle riassicurazioni e ai fondi pensione, escluse le assicurazioni sociali obbligatorie"
"service_code_651110",651110," Servizi di assicurazione sulla vita"
"service_code_651211",651211," Servizi di assicurazione contro gli infortuni"
"service_code_651212",651212," Servizi di assicurazione contro la malattia"
"service_code_651221",651221," Servizi di assicurazione auto, responsabilità civile"
"service_code_651229",651229," Altri servizi di assicurazione auto"
"service_code_651231",651231," Servizi di assicurazione per il trasporto su materiale rotabile ferroviario"
"service_code_651232",651232," Servizi di assicurazione responsabilità civile del trasportatore aereo"
"service_code_651233",651233," Altri servizi di assicurazione per il trasporto aereo"
"service_code_651234",651234," Servizi di assicurazione responsabilità civile del trasportatore marittimo"
"service_code_651235",651235," Altri servizi di assicurazione per il trasporto marittimo"
"service_code_651236",651236," Servizi di assicurazione per merci trasportate"
"service_code_651241",651241," Servizi di assicurazione contro l'incendio"
"service_code_651249",651249," Altri servizi di assicurazione contro danni ai beni"
"service_code_651250",651250," Servizi di assicurazione contro responsabilità generali"
"service_code_651261",651261," Servizi di assicurazione di credito"
"service_code_651262",651262," Servizi di assicurazione di cauzione"
"service_code_651271",651271," Servizi di assicurazione per viaggi e assistenza"
"service_code_651272",651272," Servizi di assicurazione per spese legali"
"service_code_651273",651273," Servizi di assicurazione per perdite finanziarie varie"
"service_code_651290",651290," Altri servizi di assicurazione diversa da quella sulla vita"
"service_code_652011",652011," Servizi di riassicurazione sulla vita"
"service_code_652012",652012," Servizi di riassicurazione contro gli infortuni"
"service_code_652013",652013," Servizi di riassicurazione contro la malattia"
"service_code_652021",652021," Servizi di riassicurazione auto, responsabilità civile"
"service_code_652022",652022," Altri servizi di riassicurazione auto"
"service_code_652023",652023," Servizi di riassicurazione per il trasporto marittimo, aereo e altro"
"service_code_652024",652024," Servizi di riassicurazione per merci trasportate"
"service_code_652025",652025," Servizi di riassicurazione contro l'incendio e altri danni ai beni"
"service_code_652031",652031," Servizi di riassicurazione contro responsabilità generali"
"service_code_652032",652032," Servizi di riassicurazione di credito e di cauzione"
"service_code_652041",652041," Servizi di riassicurazione per spese legali"
"service_code_652042",652042," Servizi di riassicurazione per perdite finanziarie varie"
"service_code_652050",652050," Servizi di riassicurazione connessi ai servizi di fondi pensione"
"service_code_652060",652060," Altri servizi di riassicurazione diversa da quella sulla vita"
"service_code_653011",653011," Servizi di fondi pensione individuali"
"service_code_653012",653012," Servizi di fondi pensione collettivi"
"service_code_66",66," Servizi ausiliari dei servizi finanziari e dei servizi assicurativi"
"service_code_661111",661111," Servizi operativi dei mercati finanziari"
"service_code_661112",661112," Servizi di controllo dei mercati finanziari"
"service_code_661119",661119," Altri servizi connessi all'amministrazione dei mercati finanziari"
"service_code_661211",661211," Servizi di mediazione di valori mobiliari"
"service_code_661212",661212," Servizi di mediazione di merci"
"service_code_661213",661213," Servizi di cambio"
"service_code_661910",661910," Servizi di esecuzione e compensazione delle operazioni su titoli"
"service_code_661921",661921," Servizi collegati a fusioni e acquisizioni"
"service_code_661922",661922," Servizi di finanziamento delle imprese e servizi di capitali di rischio"
"service_code_661929",661929," Altri servizi ausiliari collegati alle banche di investimento"
"service_code_661931",661931," Servizi di amministrazione fiduciaria"
"service_code_661932",661932," Servizi di custodia"
"service_code_661991",661991," Servizi di consulenza finanziaria"
"service_code_661992",661992," Servizi di gestione delle transazioni finanziarie e servizi di compensazione"
"service_code_661999",661999," Altri servizi ausiliari dei servizi finanziari, n.c.a. escluse le assicurazioni e i fondi pensione"
"service_code_662110",662110," Servizi di valutazione dei rischi e dei danni"
"service_code_662210",662210," Servizi di agenti e mediatori (broker) di assicurazioni"
"service_code_662911",662911," Servizi attuariali"
"service_code_662919",662919," Altri servizi ausiliari di assicurazione e di fondi pensione n.c.a."
"service_code_663011",663011," Servizi di gestione del portafoglio titoli, esclusi i fondi pensione"
"service_code_663012",663012," Servizi di gestione dei fondi pensione"
"service_code_68",68," Servizi immobiliari"
"service_code_681011",681011," Servizi di compravendita di edifici e terreni residenziali annessi"
"service_code_681012",681012," Servizi di compravendita di alloggi in multiproprietà"
"service_code_681013",681013," Servizi di compravendita di terreni residenziali liberi"
"service_code_681014",681014," Servizi di compravendita di edifici e terreni annessi non residenziali"
"service_code_681015",681015," Servizi di compravendita di terreni non residenziali liberi"
"service_code_682011",682011," Servizi di affitto e gestione di beni immobili residenziali propri o in locazione"
"service_code_682012",682012," Servizi di affitto e gestione di beni immobili non residenziali propri o in locazione"
"service_code_683111",683111," Servizi immobiliari per conto terzi di edifici e terreni annessi residenziali, esclusi gli alloggi in multiproprietà"
"service_code_683112",683112," Servizi immobiliari, per conto terzi, di alloggi in multiproprietà"
"service_code_683113",683113," Servizi immobiliari per conto terzi di terreni residenziali liberi"
"service_code_683114",683114," Servizi immobiliari per conto terzi di edifici e terreni annessi non residenziali"
"service_code_683115",683115," Servizi immobiliari per conto terzi di terreni non residenziali liberi"
"service_code_683116",683116," Servizi di stima di beni immobiliari per conto terzi"
"service_code_683211",683211," Servizi di amministrazione e gestione, per conto terzi, di beni immobili residenziali, esclusi gli alloggi in multiproprietà"
"service_code_683212",683212," Servizi di amministrazione e gestione, per conto terzi, di alloggi in multiproprietà"
"service_code_683213",683213," Servizi di amministrazione e gestione, per conto terzi, di beni immobili non residenziali"
"service_code_69",69," Servizi legali e contabilità"
"service_code_691011",691011," Servizi di consulenza e rappresentanza legale nel campo del diritto penale"
"service_code_691012",691012," Servizi di consulenza e rappresentanza legale in procedimenti giudiziari in campo societario e commerciale"
"service_code_691013",691013," Servizi di consulenza e rappresentanza legale in procedimenti giudiziari nel campo del lavoro"
"service_code_691014",691014," Servizi di consulenza e rappresentanza legale in procedimenti giudiziari in materia civile"
"service_code_691015",691015," Servizi degli studi legali e notarili in materia di brevetti, diritti d'autore e altri diritti di proprietà intellettuale"
"service_code_691016",691016," Servizi notarili"
"service_code_691017",691017," Servizi di arbitrato e di conciliazione"
"service_code_691018",691018," Servizi legali in materia di vendite all'asta pubbliche"
"service_code_691019",691019," Altri servizi legali"
"service_code_692010",692010," Servizi di revisione finanziaria"
"service_code_692021",692021," Servizi di revisione dei conti"
"service_code_692022",692022," Servizi di stesura di rendiconti finanziari"
"service_code_692023",692023," Servizi di tenuta dei libri contabili"
"service_code_692024",692024," Servizi di gestione della contabilità del personale"
"service_code_692029",692029," Altri servizi di contabilità"
"service_code_692031",692031," Servizi di consulenza in materia fiscale per le imprese"
"service_code_692032",692032," Servizi di pianificazione fiscale per i privati"
"service_code_692040",692040," Servizi in materia di insolvenza e di amministrazione controllata"
"service_code_70",70," Servizi di sedi sociali; servizi di consulenza in materia amministrativo-gestionale"
"service_code_701010",701010," Servizi di sedi sociali"
"service_code_702110",702110," Servizi di relazioni pubbliche e comunicazione"
"service_code_702211",702211," Servizi di consulenza in materia di gestione strategica"
"service_code_702212",702212," Servizi di consulenza in materia di gestione finanziaria (esclusa l'imposizione fiscale)"
"service_code_702213",702213," Servizi di consulenza in materia di gestione del marketing"
"service_code_702214",702214," Servizi di consulenza in materia di gestione delle risorse umane"
"service_code_702215",702215," Servizi di consulenza in materia di gestione della produzione"
"service_code_702216",702216," Servizi di consulenza in materia di gestione della catena d'approvvigionamento e altra consulenza amministrativo-gestionale"
"service_code_702217",702217," Servizi di gestione dei processi aziendali"
"service_code_702220",702220," Altri servizi di gestione di progetti, esclusi i servizi di gestione di progetti nel campo delle costruzioni"
"service_code_702230",702230," Altri servizi di consulenza commerciale"
"service_code_702240",702240," Marchi di fabbrica e franchising"
"service_code_71",71," Servizi in materia di architettura e di ingegneria; servizi di sperimentazione e di analisi tecnica"
"service_code_711110",711110," Piani e progetti per fini architettonici"
"service_code_711121",711121," Servizi in materia di architettura per progetti di edilizia abitativa"
"service_code_711122",711122," Servizi in materia di architettura per progetti di edilizia non abitativa"
"service_code_711123",711123," Servizi in materia di architettura per restauro storico"
"service_code_711124",711124," Servizi di consulenza in materia di architettura"
"service_code_711131",711131," Servizi di urbanistica"
"service_code_711132",711132," Servizi di pianificazione del territorio rurale"
"service_code_711133",711133," Servizi di pianificazione dell'assetto del sito del progetto"
"service_code_711141",711141," Servizi di architettura del paesaggio"
"service_code_711142",711142," Servizi di consulenza in materia di architettura del paesaggio"
"service_code_711211",711211," Servizi di consulenza in materia di ingegneria"
"service_code_711212",711212," Servizi in materia di ingegneria per progetti nel campo della costruzione"
"service_code_711213",711213," Servizi in materia di ingegneria per progetti nel campo dell'energia"
"service_code_711214",711214," Servizi in materia di ingegneria per progetti nel campo dei trasporti"
"service_code_711215",711215," Servizi in materia di ingegneria per progetti nel campo del trattamento dei rifiuti (pericolosi e non pericolosi)"
"service_code_711216",711216," Servizi in materia di ingegneria per progetti di opere idrauliche, fognarie e di drenaggio"
"service_code_711217",711217," Servizi in materia di ingegneria per progetti in campo industriale e manifatturiero"
"service_code_711218",711218," Servizi in materia di ingegneria per progetti nel campo delle telecomunicazioni e della diffusione di programmi radiofonici e televisivi"
"service_code_711219",711219," Servizi in materia di ingegneria per altri progetti"
"service_code_711220",711220," Servizi di gestione di progetti connessi a costruzioni"
"service_code_711231",711231," Servizi di consulenza geologica e geofisica"
"service_code_711232",711232," Servizi geofisici"
"service_code_711233",711233," Servizi di prospezione e valutazione mineraria"
"service_code_711234",711234," Servizi di prospezione in superficie"
"service_code_711235",711235," Servizi di cartografia"
"service_code_712011",712011," Servizi di prova e analisi della composizione e della purezza"
"service_code_712012",712012," Servizi di prova e analisi delle proprietà fisiche"
"service_code_712013",712013," Servizi di collaudo e analisi di sistemi meccanici ed elettrici integrati"
"service_code_712014",712014," Servizi di controllo tecnico dei veicoli per il trasporto su strada"
"service_code_712019",712019," Altri servizi di prova e analisi tecniche"
"service_code_72",72," Servizi di ricerca e sviluppo scientifici"
"service_code_721111",721111," Servizi di ricerca e sviluppo sperimentale nel campo delle biotecnologie collegate alla salute"
"service_code_721112",721112," Servizi di ricerca e sviluppo sperimentale nel campo delle biotecnologie ambientali e industriali"
"service_code_721113",721113," Servizi di ricerca e sviluppo sperimentale nel campo delle biotecnologie applicate all'agricoltura"
"service_code_721120",721120," Progetti originali di ricerca e sviluppo nel campo delle biotecnologie"
"service_code_721911",721911," Servizi di ricerca e sviluppo sperimentale nel campo delle scienze matematiche"
"service_code_721912",721912," Servizi di ricerca e sviluppo sperimentale nel campo delle scienze dell'informatica e dell'informazione"
"service_code_721913",721913," Servizi di ricerca e sviluppo sperimentale nel campo delle scienze fisiche"
"service_code_721914",721914," Servizi di ricerca e sviluppo sperimentale nel campo della chimica"
"service_code_721915",721915," Servizi di ricerca e sviluppo sperimentale in materia di geofisica e scienze ambientali"
"service_code_721916",721916," Servizi di ricerca e sviluppo sperimentale nel campo delle scienze biologiche"
"service_code_721919",721919," Servizi di ricerca e sviluppo sperimentale nel campo di altre scienze naturali"
"service_code_721921",721921," Servizi di ricerca e sviluppo sperimentale nel campo delle nanotecnologie"
"service_code_721929",721929," Altri servizi di ricerca e sviluppo sperimentale nel campo dell'ingegneria e della tecnologia, escluse le biotecnologie"
"service_code_721930",721930," Servizi di ricerca e sviluppo sperimentale nel campo delle scienze mediche"
"service_code_721940",721940," Servizi di ricerca e sviluppo sperimentale nel campo dell'agronomia"
"service_code_721950",721950," Progetti originali di ricerca e sviluppo nell'ambito delle scienze naturali e dell'ingegneria, escluse le biotecnologie"
"service_code_722011",722011," Servizi di ricerca e sviluppo sperimentale nel campo delle scienze economiche e commerciali"
"service_code_722012",722012," Servizi di ricerca e sviluppo sperimentale nel campo della psicologia"
"service_code_722013",722013," Servizi di ricerca e sviluppo sperimentale in campo giuridico"
"service_code_722019",722019," Servizi di ricerca e sviluppo sperimentale in altre scienze sociali"
"service_code_722021",722021," Servizi di ricerca e sviluppo sperimentale nel campo delle lingue e delle letterature"
"service_code_722029",722029," Altri servizi di ricerca e sviluppo sperimentale nel campo delle scienze umanistiche"
"service_code_722030",722030," Progetti originali di ricerca e sviluppo nel campo delle scienze sociali e umanistiche"
"service_code_73",73," Servizi di pubblicità e studi di mercato"
"service_code_731111",731111," Concezione e realizzazione di servizi pubblicitari (""full service"")"
"service_code_731112",731112," Servizi di marketing e mailing diretti"
"service_code_731113",731113," Servizi di sviluppo di idee pubblicitarie e impostazione del messaggio pubblicitario"
"service_code_731119",731119," Altri servizi di pubblicità"
"service_code_731211",731211," Vendita di spazi pubblicitari per conto terzi sulla stampa"
"service_code_731212",731212," Vendita di spazi pubblicitari TV/radio per conto terzi"
"service_code_731213",731213," Vendita di spazi pubblicitari per conto terzi su Internet"
"service_code_731214",731214," Vendita di pubblicità in occasione di manifestazioni"
"service_code_731219",731219," Altra vendita di spazi pubblicitari per conto terzi"
"service_code_731220",731220," Rivendita di spazi pubblicitari per conto terzi"
"service_code_732011",732011," Servizi di studi di mercato: indagini qualitative"
"service_code_732012",732012," Servizi di studi di mercato: indagini quantitative mirate"
"service_code_732013",732013," Servizi di studi di mercato: indagini quantitative continuative e regolari"
"service_code_732014",732014," Servizi di studi di mercato diversi dalle indagini"
"service_code_732019",732019," Altri servizi di studi di mercato"
"service_code_732020",732020," Servizi di sondaggi di opinione"
"service_code_74",74," Altri servizi professionali, scientifici e tecnici"
"service_code_741011",741011," Servizi di arredamento"
"service_code_741012",741012," Servizi di progettazione industriale"
"service_code_741019",741019," Altri servizi di design specializzato"
"service_code_741020",741020," Originali di modelli"
"service_code_742011",742011," Lastre e pellicole fotografiche, impressionate ma non sviluppate"
"service_code_742012",742012," Lastre e pellicole fotografiche, impressionate e sviluppate, per la riproduzione offset"
"service_code_742019",742019," Altre lastre e pellicole fotografiche, impressionate e sviluppate"
"service_code_742021",742021," Servizi di ritratti fotografici"
"service_code_742022",742022," Servizi fotografici pubblicitari ed altri servizi connessi"
"service_code_742023",742023," Servizi fotografici e servizi videografici per occasioni speciali"
"service_code_742024",742024," Servizi di fotografia aerea"
"service_code_742029",742029," Altri servizi fotografici specializzati"
"service_code_742031",742031," Servizi di sviluppo fotografico"
"service_code_742032",742032," Servizi di restauro e ritocco di fotografie"
"service_code_742039",742039," Altri servizi fotografici n.c.a."
"service_code_743011",743011," Servizi di traduzione"
"service_code_743012",743012," Servizi d'interpretariato"
"service_code_749011",749011," Servizi di controllo delle polizze di carico e di informazione sulle tariffe di nolo"
"service_code_749012",749012," Servizi d'intermediazione commerciale e di valutazione, diversa da quella immobiliare e assicurativa"
"service_code_749013",749013," Servizi di consulenza ambientale"
"service_code_749014",749014," Servizi di previsioni e di informazioni meteorologiche"
"service_code_749015",749015," Servizi di consulenza in materia di sicurezza"
"service_code_749019",749019," Altri servizi di consulenza scientifica e tecnica n.c.a."
"service_code_749020",749020," Altri servizi professionali, tecnici e commerciali n.c.a."
"service_code_75",75," Servizi veterinari"
"service_code_750011",750011," Servizi veterinari per animali domestici"
"service_code_750012",750012," Servizi veterinari per animali d'allevamento"
"service_code_750019",750019," Altri servizi veterinari"
"service_code_77",77," Servizi di locazione e leasing"
"service_code_771110",771110," Servizi di locazione e leasing di automobili e di autoveicoli leggeri"
"service_code_771211",771211," Servizi di locazione e leasing di veicoli per il trasporto di merci, senza autista"
"service_code_771219",771219," Servizi di locazione e leasing di altri mezzi di trasporto terrestri, senza autista"
"service_code_772110",772110," Servizi di locazione e leasing di articoli sportivi e per il tempo libero"
"service_code_772210",772210," Servizi di noleggio di videocassette e dischi"
"service_code_772911",772911," Servizi di locazione e leasing di televisori, apparecchi radio, videoregistratori e apparecchi e accessori connessi"
"service_code_772912",772912," Servizi di noleggio e di locazione di mobili ed altri articoli per la casa"
"service_code_772913",772913," Servizi di locazione e leasing di strumenti musicali"
"service_code_772914",772914," Servizi di locazione e leasing di biancheria per la casa"
"service_code_772915",772915," Servizi di locazione e leasing di prodotti tessili, abbigliamento e calzature"
"service_code_772916",772916," Servizi di locazione e leasing di macchine e attrezzature per il fai da te"
"service_code_772919",772919," Servizi di locazione e leasing di altri beni per uso personale e domestico n.c.a."
"service_code_773110",773110," Servizi di locazione e leasing di macchine e attrezzature agricole"
"service_code_773210",773210," Servizi di locazione e leasing di macchinari e attrezzature per lavori edili e di genio civile"
"service_code_773311",773311," Servizi di locazione e leasing di macchinari e attrezzature per ufficio (esclusi elaboratori elettronici)"
"service_code_773312",773312," Servizi di locazione e leasing di elaboratori elettronici"
"service_code_773410",773410," Servizi di locazione e leasing di mezzi di trasporto marittimo e fluviale"
"service_code_773510",773510," Servizi di locazione e leasing di mezzi di trasporto aereo"
"service_code_773911",773911," Servizi di locazione e leasing di veicoli ferroviari"
"service_code_773912",773912," Servizi di locazione e leasing di container"
"service_code_773913",773913," Servizi di locazione e leasing di motocicli, roulotte e camper"
"service_code_773914",773914," Servizi di locazione e leasing di apparecchiature per le telecomunicazioni"
"service_code_773919",773919," Servizi di locazione e leasing di altri macchinari e attrezzature, senza operatore, e di beni materiali n.c.a."
"service_code_774011",774011," Servizi di concessione di licenze per l'utilizzo di prodotti della ricerca e dello sviluppo"
"service_code_774012",774012," Servizi di concessione di licenze per l'utilizzo di marchi di fabbrica e franchising"
"service_code_774013",774013," Servizi di concessione di licenze per l'utilizzo della prospezione e valutazione mineraria"
"service_code_774019",774019," Servizi di concessione di licenze per l'utilizzo di altri prodotti della proprietà intellettuale e prodotti simili, escluse le opere soggette a diritto d'autore"
"service_code_78",78," Servizi del lavoro"
"service_code_781011",781011," Servizi di ricerca di personale dirigente"
"service_code_781012",781012," Servizi di collocamento permanente, diversi dai servizi di ricerca di personale dirigente"
"service_code_782011",782011," Servizi delle agenzie di lavoro interinale per la messa a disposizione di personale nel campo dell'informatica e delle telecomunicazioni"
"service_code_782012",782012," Servizi delle agenzie di lavoro interinale per la messa a disposizione di altro personale d'ufficio"
"service_code_782013",782013," Servizi delle agenzie di lavoro interinale per la messa a disposizione di operatori del settore commerciale"
"service_code_782014",782014," Servizi delle agenzie di lavoro interinale per la messa a disposizione di operatori dei settori dei trasporti, del magazzinaggio, della logistica e dell'industria"
"service_code_782015",782015," Servizi delle agenzie di lavoro interinale per la messa a disposizione di personale del settore alberghiero e della ristorazione"
"service_code_782016",782016," Servizi delle agenzie di lavoro interinale per la messa a disposizione di personale medico"
"service_code_782019",782019," Servizi delle agenzie di lavoro interinale per la messa a disposizione di altro personale"
"service_code_783011",783011," Altri servizi di messa a disposizione di risorse umane nel campo dell'informatica e delle telecomunicazioni"
"service_code_783012",783012," Altri servizi di messa a disposizione di altro personale d'ufficio"
"service_code_783013",783013," Altri servizi di messa a disposizione di risorse umane nel settore del commercio"
"service_code_783014",783014," Altri servizi di messa a disposizione di risorse umane nei settori dei trasporti, del magazzinaggio, della logistica o dell'industria"
"service_code_783015",783015," Altri servizi di messa a disposizione di risorse umane nel settore alberghiero e della ristorazione"
"service_code_783016",783016," Altri servizi di messa a disposizione di personale medico"
"service_code_783019",783019," Altri servizi di messa a disposizione di risorse umane n.c.a."
"service_code_79",79," Servizi delle agenzie di viaggio, degli operatori turistici ed altri servizi di prenotazione e servizi connessi"
"service_code_791111",791111," Servizi di prenotazione di voli"
"service_code_791112",791112," Servizi di prenotazione di viaggi in treno"
"service_code_791113",791113," Servizi di prenotazione di viaggi in autobus"
"service_code_791114",791114," Servizi di prenotazione per noleggio di autoveicoli"
"service_code_791119",791119," Altri servizi delle agenzie di viaggio per prenotazioni sui mezzi di trasporto"
"service_code_791121",791121," Servizi di prenotazione di alloggi"
"service_code_791122",791122," Servizi di prenotazione di crociere"
"service_code_791123",791123," Servizi di prenotazione di viaggi tutto compreso"
"service_code_791211",791211," Servizi degli operatori turistici per l'organizzazione e la preparazione di viaggi"
"service_code_791212",791212," Servizi degli accompagnatori turistici"
"service_code_799011",799011," Servizi di promozione turistica"
"service_code_799012",799012," Servizi di informazione turistica"
"service_code_799020",799020," Servizi delle guide turistiche"
"service_code_799031",799031," Servizi di scambio di multiproprietà"
"service_code_799032",799032," Servizi di prenotazione per centri convegni, congressi e sale d'esposizione"
"service_code_799039",799039," Servizi di prenotazione di biglietti per eventi, spettacoli ed altre attività ricreative ed altri servizi di prenotazione n.c.a."
"service_code_80",80," Servizi investigativi e di vigilanza"
"service_code_801011",801011," Servizi di veicoli blindati"
"service_code_801012",801012," Servizi di guardia"
"service_code_801019",801019," Altri servizi in materia di sicurezza"
"service_code_802010",802010," Servizi connessi ai sistemi di vigilanza"
"service_code_803010",803010," Servizi di investigazione"
"service_code_81",81," Servizi di manutenzione degli edifici e del paesaggio"
"service_code_811010",811010," Servizi di supporto connessi a edifici multipli"
"service_code_812110",812110," Servizi di pulizia generale di edifici"
"service_code_812211",812211," Servizi di pulizia delle finestre"
"service_code_812212",812212," Servizi speciali di pulizia"
"service_code_812213",812213," Servizi di pulitura di camini e caminetti"
"service_code_812911",812911," Servizi di disinfezione e disinfestazione"
"service_code_812912",812912," Servizi di pulizia e di rimozione della neve"
"service_code_812913",812913," Altri servizi di igiene"
"service_code_812919",812919," Altri servizi di pulizia n.c.a."
"service_code_813010",813010," Servizi paesaggistici"
"service_code_82",82," Servizi amministrativi e di sostegno per le funzioni d'ufficio ed altri servizi di sostegno alle imprese"
"service_code_821110",821110," Servizi amministrativi d'ufficio combinati"
"service_code_821911",821911," Servizi di duplicazione"
"service_code_821912",821912," Servizi di compilazione di indirizzari e di spedizione"
"service_code_821913",821913," Preparazione di documenti e altri servizi di sostegno specializzato per funzioni d'ufficio"
"service_code_822010",822010," Servizi dei call center"
"service_code_823011",823011," Servizi di organizzazione di convegni"
"service_code_823012",823012," Servizi di organizzazione di fiere"
"service_code_829111",829111," Servizi delle agenzie di informazione commerciale"
"service_code_829112",829112," Servizi delle agenzie di riscossione crediti"
"service_code_829210",829210," Servizi di imballaggio, confezionamento"
"service_code_829911",829911," Servizi di trascrizione integrale e di registrazione stenografica"
"service_code_829912",829912," Servizi di assistenza basata sul telefono"
"service_code_829919",829919," Altri servizi vari di sostegno alle imprese n.c.a."
"service_code_84",84," Servizi di pubblica amministrazione e difesa; servizi di assicurazione sociale obbligatoria"
"service_code_841111",841111," Servizi esecutivi e legislativi"
"service_code_841112",841112," Servizi finanziari e fiscali"
"service_code_841113",841113," Servizi generali di pianificazione economica e sociale e servizi statistici"
"service_code_841114",841114," Servizi forniti dalla pubblica amministrazione alla ricerca fondamentale"
"service_code_841119",841119," Altri servizi generali della pubblica amministrazione"
"service_code_841121",841121," Servizi generali relativi al personale della pubblica amministrazione"
"service_code_841129",841129," Altri servizi di supporto alla pubblica amministrazione"
"service_code_841211",841211," Servizi amministrativi in materia di istruzione"
"service_code_841212",841212," Servizi amministrativi in materia di sanità"
"service_code_841213",841213," Servizi amministrativi in materia di abitazioni e servizi collettivi"
"service_code_841214",841214," Servizi amministrativi in materia di svaghi, cultura e attività religiose"
"service_code_841311",841311," Servizi amministrativi connessi all'agricoltura, alla silvicoltura, alla caccia e alla pesca"
"service_code_841312",841312," Servizi amministrativi connessi al settore dei combustibili e dell'energia"
"service_code_841313",841313," Servizi amministrativi connessi all'estrazione di risorse minerarie e minerali e alle attività di fabbricazione e costruzione"
"service_code_841314",841314," Servizi amministrativi connessi ai trasporti e alle comunicazioni"
"service_code_841315",841315," Servizi amministrativi connessi alle attività di distribuzione, fornitura di pasti preparati, alberghi e ristoranti"
"service_code_841316",841316," Servizi amministrativi connessi al settore del turismo"
"service_code_841317",841317," Servizi amministrativi in materia di progetti di sviluppo ad obiettivi molteplici"
"service_code_841318",841318," Servizi amministrativi generali connessi agli affari economici, commerciali e del lavoro"
"service_code_842111",842111," Servizi amministrativi connessi agli affari esteri, servizi diplomatici e consolari all'estero"
"service_code_842112",842112," Servizi connessi agli aiuti economici destinati all'estero"
"service_code_842113",842113," Servizi connessi agli aiuti militari destinati all'estero"
"service_code_842211",842211," Servizi di difesa militare"
